
NOTICE: Existing SQLite export found: prod_nsys.sqlite
        It is assumed file was previously exported from: prod_nsys.nsys-rep
        Consider using --force-export=true if needed.

Processing [prod_nsys.sqlite] with [/opt/nvidia/nsight-systems/2024.6.2/host-linux-x64/reports/cuda_gpu_kern_sum.py]... 
Time (%),Total Time (ms),Instances,Avg (ms),Med (ms),Min (ms),Max (ms),StdDev (ms),Name
0.0,0.1190,32,0.0037,0.0037,0.0036,0.0039,0.0001,nvjet_tst_64x96_64x8_2x1_v_bz_NTT
0.0,0.1159,48,0.0024,0.0025,0.0020,0.0031,0.0003,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_put_kernel_impl<at::native::OpaqueType<(int)1>>(at::TensorIterator &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long, T3)"
0.0,0.1149,32,0.0036,0.0036,0.0034,0.0039,0.0002,void cutlass::Kernel2<cutlass_75_tensorop_bf16_s1688gemm_bf16_64x64_nn_align1>(T1::Params)
0.0,0.1086,64,0.0017,0.0017,0.0013,0.0020,0.0001,"void at::native::unrolled_elementwise_kernel<at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
0.0,0.1084,64,0.0017,0.0017,0.0013,0.0023,0.0002,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::CUDAFunctorOnSelf_add<long>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,0.1056,48,0.0022,0.0022,0.0018,0.0027,0.0003,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_put_kernel_impl<at::native::OpaqueType<(int)8>>(at::TensorIterator &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long, T3)"
0.0,0.1018,64,0.0016,0.0016,0.0012,0.0024,0.0002,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,0.1001,24,0.0042,0.0042,0.0037,0.0045,0.0002,decompose_fabric_transformation_matrix_to_warp_arrays_5dc3d7cb_cuda_kernel_forward
0.0,0.0972,32,0.0030,0.0030,0.0029,0.0031,0.0001,nvjet_tst_32x64_64x16_2x1_v_bz_NTN
0.0,0.0959,64,0.0015,0.0015,0.0013,0.0018,0.0001,"void cub::CUB_200700_520_530_600_610_620_700_720_750_800_860_870_890_900_1000_1200_NS::DeviceSelectSweepKernel<cub::CUB_200700_520_530_600_610_620_700_720_750_800_860_870_890_900_1000_1200_NS::detail::device_select_policy_hub<physx::PxVec3T<float>, physx::PxFlags<omni::physx::tensors::ActorGpuFlag::Enum, unsigned short>, int, (bool)0, (bool)0>::Policy900, physx::PxVec3T<float> *, thrust::THRUST_200700_520_530_600_610_620_700_720_750_800_860_870_890_900_1000_1200_NS::device_ptr<const physx::PxFlags<omni::physx::tensors::ActorGpuFlag::Enum, unsigned short>>, thrust::THRUST_200700_520_530_600_610_620_700_720_750_800_860_870_890_900_1000_1200_NS::device_ptr<physx::PxVec3T<float>>, int *, cub::CUB_200700_520_530_600_610_620_700_720_750_800_860_870_890_900_1000_1200_NS::ScanTileState<int, (bool)1>, omni::physx::tensors::<unnamed>::IsRdDirtyFlagSet, cub::CUB_200700_520_530_600_610_620_700_720_750_800_860_870_890_900_1000_1200_NS::NullType, int, (bool)0, (bool)0>(T2, T3, T4, T5, T6, T7, T8, T9, int, cub::CUB_200700_520_530_600_610_620_700_720_750_800_860_870_890_900_1000_1200_NS::detail::vsmem_t)"
0.0,0.0955,32,0.0030,0.0030,0.0029,0.0030,0.0000,nvjet_tst_64x16_64x16_1x2_h_bz_NNT
0.0,0.0886,32,0.0028,0.0028,0.0025,0.0032,0.0002,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<c10::BFloat16, at::native::func_wrapper_t<c10::BFloat16, at::native::sum_functor<c10::BFloat16, float, c10::BFloat16>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::BFloat16, (int)4, (int)8>>(T3)"
0.0,0.0884,32,0.0028,0.0028,0.0025,0.0030,0.0002,nvjet_tst_64x8_64x16_4x1_v_bz_NNT
0.0,0.0880,64,0.0014,0.0014,0.0012,0.0016,0.0001,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::maximum_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float, float) (instance 1)]>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
0.0,0.0878,64,0.0014,0.0013,0.0012,0.0015,0.0001,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<bool, bool, bool, at::native::logical_and_kernel_cuda(at::TensorIterator &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(bool, bool) (instance 1)]>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
0.0,0.0863,48,0.0018,0.0018,0.0015,0.0021,0.0002,setArtiRootVelocityState
0.0,0.0858,64,0.0013,0.0013,0.0011,0.0015,0.0001,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<bool, bool, bool, at::native::binary_internal::MulFunctor<bool>>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
0.0,0.0856,32,0.0027,0.0027,0.0024,0.0029,0.0001,nvjet_tst_8x64_64x16_4x1_v_badd_TNN
0.0,0.0834,56,0.0015,0.0014,0.0013,0.0017,0.0001,set_root_link_pose_to_sim_dc90cd8b_cuda_kernel_forward
0.0,0.0831,64,0.0013,0.0013,0.0011,0.0017,0.0001,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::sign_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.0,0.0810,32,0.0025,0.0025,0.0024,0.0028,0.0001,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::bfloat16_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,0.0790,32,0.0025,0.0024,0.0023,0.0028,0.0001,"void at::native::<unnamed>::embedding_backward_feature_kernel<c10::BFloat16, float, long>(const T3 *, const T1 *, T1 *, int, long, int)"
0.0,0.0675,32,0.0021,0.0021,0.0018,0.0024,0.0002,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl<at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,0.0672,32,0.0021,0.0020,0.0017,0.0026,0.0003,"omni::physx::tensors::submitRbTransformsKernel(physx::PxTransformT<float> *, physx::PxTransformT<float> *, physx::PxFlags<omni::physx::tensors::ActorGpuFlag::Enum, unsigned short> *, physx::PxFlags<omni::physx::tensors::ArticulationGpuFlag::Enum, unsigned int> *, const omni::physx::tensors::TensorTransform *, const unsigned int *, unsigned int, unsigned int, const omni::physx::tensors::GpuRigidBodyRecord *)"
0.0,0.0659,32,0.0021,0.0021,0.0017,0.0024,0.0002,"void at::native::<unnamed>::CatArrayBatchedCopy_alignedK_contig<at::native::<unnamed>::OpaqueType<(unsigned int)4>, unsigned int, (int)1, (int)128, (int)1, (int)16>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)"
0.0,0.0618,32,0.0019,0.0020,0.0017,0.0022,0.0001,"omni::physx::tensors::submitRbVelocitiesKernel(physx::PxVec3T<float> *, physx::PxVec3T<float> *, physx::PxVec3T<float> *, physx::PxVec3T<float> *, physx::PxFlags<omni::physx::tensors::ActorGpuFlag::Enum, unsigned short> *, physx::PxFlags<omni::physx::tensors::ArticulationGpuFlag::Enum, unsigned int> *, const omni::physx::tensors::TensorVelAcc *, const unsigned int *, unsigned int, unsigned int, const omni::physx::tensors::GpuRigidBodyRecord *)"
0.0,0.0547,32,0.0017,0.0017,0.0015,0.0020,0.0001,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::sqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.0,0.0543,32,0.0017,0.0018,0.0015,0.0019,0.0001,"omni::physx::tensors::fetchRbVelAccKernel(omni::physx::tensors::TensorVelAcc *, const physx::PxVec3T<float> *, const physx::PxVec3T<float> *, const physx::PxVec3T<float> *, const physx::PxVec3T<float> *, unsigned int, unsigned int, const omni::physx::tensors::GpuRigidBodyRecord *)"
0.0,0.0540,32,0.0017,0.0017,0.0012,0.0023,0.0003,"void cudnn::cnn::kern_precompute_indices<(bool)0>(int *, int, int, int, int, int)"
0.0,0.0525,32,0.0016,0.0017,0.0014,0.0019,0.0001,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::reciprocal_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.0,0.0520,32,0.0016,0.0017,0.0013,0.0019,0.0002,setRigidDynamicAngularVelocity
0.0,0.0503,32,0.0016,0.0016,0.0013,0.0019,0.0002,setRigidDynamicLinearVelocity
0.0,0.0494,24,0.0021,0.0022,0.0017,0.0025,0.0003,"void at::native::<unnamed>::CatArrayBatchedCopy_alignedK_contig<at::native::<unnamed>::OpaqueType<(unsigned int)4>, unsigned int, (int)2, (int)128, (int)1, (int)16>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)"
0.0,0.0491,32,0.0015,0.0016,0.0013,0.0019,0.0002,"void at::native::unrolled_elementwise_kernel<at::native::BUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
0.0,0.0487,24,0.0020,0.0019,0.0016,0.0024,0.0002,setArtiRootGlobalPoseState
0.0,0.0458,32,0.0014,0.0014,0.0013,0.0016,0.0001,"void cub::CUB_200700_520_530_600_610_620_700_720_750_800_860_870_890_900_1000_1200_NS::DeviceSelectSweepKernel<cub::CUB_200700_520_530_600_610_620_700_720_750_800_860_870_890_900_1000_1200_NS::detail::device_select_policy_hub<physx::PxTransformT<float>, physx::PxFlags<omni::physx::tensors::ActorGpuFlag::Enum, unsigned short>, int, (bool)0, (bool)0>::Policy900, physx::PxTransformT<float> *, thrust::THRUST_200700_520_530_600_610_620_700_720_750_800_860_870_890_900_1000_1200_NS::device_ptr<const physx::PxFlags<omni::physx::tensors::ActorGpuFlag::Enum, unsigned short>>, thrust::THRUST_200700_520_530_600_610_620_700_720_750_800_860_870_890_900_1000_1200_NS::device_ptr<physx::PxTransformT<float>>, int *, cub::CUB_200700_520_530_600_610_620_700_720_750_800_860_870_890_900_1000_1200_NS::ScanTileState<int, (bool)1>, omni::physx::tensors::<unnamed>::IsRdDirtyFlagSet, cub::CUB_200700_520_530_600_610_620_700_720_750_800_860_870_890_900_1000_1200_NS::NullType, int, (bool)0, (bool)0>(T2, T3, T4, T5, T6, T7, T8, T9, int, cub::CUB_200700_520_530_600_610_620_700_720_750_800_860_870_890_900_1000_1200_NS::detail::vsmem_t)"
0.0,0.0424,24,0.0018,0.0019,0.0015,0.0019,0.0001,"omni::physx::tensors::submitArtiRootVelocitiesKernel(physx::PxVec3T<float> *, physx::PxVec3T<float> *, const omni::physx::tensors::TensorVelAcc *, const unsigned int *, unsigned int *, unsigned int, unsigned int, const omni::physx::tensors::GpuArticulationRootRecord *)"
0.0,0.0415,24,0.0017,0.0018,0.0015,0.0019,0.0001,"omni::physx::tensors::submitArtiRootTransformsKernel(physx::PxTransformT<float> *, const omni::physx::tensors::TensorTransform *, const unsigned int *, unsigned int *, unsigned int, unsigned int, const omni::physx::tensors::GpuArticulationRootRecord *)"
0.0,0.0407,32,0.0013,0.0013,0.0011,0.0014,0.0001,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, bool, at::native::<unnamed>::CompareEqFunctor<float>>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.0,0.0402,32,0.0013,0.0013,0.0010,0.0017,0.0002,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnOther_add<float>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.0,0.0398,24,0.0017,0.0017,0.0014,0.0019,0.0002,reset_envs_kernel_b0e3ad58_cuda_kernel_forward
0.0,0.0384,32,0.0012,0.0012,0.0010,0.0013,0.0001,"void at::native::vectorized_elementwise_kernel<(int)8, at::native::AbsFunctor<c10::BFloat16>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.0,0.0381,16,0.0024,0.0024,0.0020,0.0028,0.0003,"omni::physx::tensors::fetchArtiLinkVelocitiesAccelerationsKernel(omni::physx::tensors::TensorVelAcc *, const physx::PxVec3T<float> *, const physx::PxVec3T<float> *, unsigned int, unsigned int, unsigned int)"
0.0,0.0326,24,0.0014,0.0013,0.0012,0.0016,0.0001,fused_sub_sub_mul_ad_6172858125635199145
0.0,0.0322,16,0.0020,0.0021,0.0018,0.0021,0.0002,write_joint_vel_data_fce2b2ac_cuda_kernel_forward
0.0,0.0271,16,0.0017,0.0017,0.0013,0.0019,0.0001,getRigidDynamicLinearAcceleration
0.0,0.0258,16,0.0016,0.0016,0.0014,0.0019,0.0002,"omni::physx::tensors::fetchArtiRootTransformsKernel(omni::physx::tensors::TensorTransform *, const physx::PxTransformT<float> *, unsigned int, const omni::physx::tensors::GpuArticulationRootRecord *)"
0.0,0.0243,16,0.0015,0.0015,0.0013,0.0018,0.0002,"omni::physx::tensors::fetchArtiRootVelocitiesKernel(omni::physx::tensors::TensorVelAcc *, const physx::PxVec3T<float> *, const physx::PxVec3T<float> *, unsigned int)"
0.0,0.0231,16,0.0014,0.0015,0.0013,0.0018,0.0001,getRigidDynamicAngularAcceleration
0.0,0.0124,8,0.0016,0.0016,0.0014,0.0017,0.0001,"void at::native::<unnamed>::distribution_elementwise_grid_stride_kernel<float, (int)4, void at::native::templates::cuda::uniform_and_transform<float, float, at::CUDAGeneratorImpl *, void at::native::templates::cuda::uniform_kernel<at::CUDAGeneratorImpl *>(at::TensorIteratorBase &, double, double, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, T3, T4)::[lambda(curandStatePhilox4_32_10 *) (instance 2)], void at::native::<unnamed>::distribution_nullary_kernel<float, float, float4, at::CUDAGeneratorImpl *, void at::native::templates::cuda::uniform_and_transform<float, float, at::CUDAGeneratorImpl *, void at::native::templates::cuda::uniform_kernel<at::CUDAGeneratorImpl *>(at::TensorIteratorBase &, double, double, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, T3, T4)::[lambda(curandStatePhilox4_32_10 *) (instance 2)], void at::native::templates::cuda::uniform_kernel<at::CUDAGeneratorImpl *>(at::TensorIteratorBase &, double, double, T1)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, T4, const T5 &, T6)::[lambda(int, float) (instance 1)]>(long, at::PhiloxCudaState, T3, T4)"
0.0,0.0111,8,0.0014,0.0014,0.0013,0.0014,0.0000,removeContactManagers_Stage5_CvxTri
0.0,0.0098,8,0.0012,0.0012,0.0011,0.0013,0.0001,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<int>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
0.0,0.0095,8,0.0012,0.0011,0.0011,0.0013,0.0001,"void <unnamed>::elementwise_kernel_with_index<int, at::native::arange_cuda_out(const c10::Scalar &, const c10::Scalar &, const c10::Scalar &, at::Tensor &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *)"

